1572166139|2019-10-27 09:48:59|JOIN #ot|wonderwoman|
1572166180|2019-10-27 09:49:40|:trace!~alex@192.168.zwo.vw MODE #ot +o wonderwoman|trace|
1572166268|2019-10-27 09:51:08|PING :hostname.domain.tld|hostname.domain.tld|
1572166268|2019-10-27 09:51:08|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572166392|2019-10-27 09:53:12|PING :hostname.domain.tld|hostname.domain.tld|
1572166392|2019-10-27 09:53:12|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572166516|2019-10-27 09:55:16|PING :hostname.domain.tld|hostname.domain.tld|
1572166516|2019-10-27 09:55:16|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572166640|2019-10-27 09:57:20|PING :hostname.domain.tld|hostname.domain.tld|
1572166640|2019-10-27 09:57:20|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572166764|2019-10-27 09:59:24|PING :hostname.domain.tld|hostname.domain.tld|
1572166764|2019-10-27 09:59:24|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572166888|2019-10-27 10:01:28|PING :hostname.domain.tld|hostname.domain.tld|
1572166888|2019-10-27 10:01:28|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572167012|2019-10-27 10:03:32|PING :hostname.domain.tld|hostname.domain.tld|
1572167012|2019-10-27 10:03:32|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572167136|2019-10-27 10:05:36|PING :hostname.domain.tld|hostname.domain.tld|
1572167136|2019-10-27 10:05:36|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572167260|2019-10-27 10:07:40|PING :hostname.domain.tld|hostname.domain.tld|
1572167260|2019-10-27 10:07:40|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572167384|2019-10-27 10:09:44|PING :hostname.domain.tld|hostname.domain.tld|
1572167384|2019-10-27 10:09:44|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572167508|2019-10-27 10:11:48|PING :hostname.domain.tld|hostname.domain.tld|
1572167508|2019-10-27 10:11:48|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572167632|2019-10-27 10:13:52|PING :hostname.domain.tld|hostname.domain.tld|
1572167632|2019-10-27 10:13:52|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572167756|2019-10-27 10:15:56|PING :hostname.domain.tld|hostname.domain.tld|
1572167756|2019-10-27 10:15:56|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572167880|2019-10-27 10:18:00|PING :hostname.domain.tld|hostname.domain.tld|
1572167880|2019-10-27 10:18:00|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168004|2019-10-27 10:20:04|PING :hostname.domain.tld|hostname.domain.tld|
1572168004|2019-10-27 10:20:04|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168128|2019-10-27 10:22:08|PING :hostname.domain.tld|hostname.domain.tld|
1572168128|2019-10-27 10:22:08|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168252|2019-10-27 10:24:12|PING :hostname.domain.tld|hostname.domain.tld|
1572168252|2019-10-27 10:24:12|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168376|2019-10-27 10:26:16|PING :hostname.domain.tld|hostname.domain.tld|
1572168376|2019-10-27 10:26:16|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168500|2019-10-27 10:28:20|PING :hostname.domain.tld|hostname.domain.tld|
1572168500|2019-10-27 10:28:20|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168624|2019-10-27 10:30:24|PING :hostname.domain.tld|hostname.domain.tld|
1572168624|2019-10-27 10:30:24|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168748|2019-10-27 10:32:28|PING :hostname.domain.tld|hostname.domain.tld|
1572168748|2019-10-27 10:32:28|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168872|2019-10-27 10:34:32|PING :hostname.domain.tld|hostname.domain.tld|
1572168872|2019-10-27 10:34:32|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572168996|2019-10-27 10:36:36|PING :hostname.domain.tld|hostname.domain.tld|
1572168996|2019-10-27 10:36:36|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572169120|2019-10-27 10:38:40|PING :hostname.domain.tld|hostname.domain.tld|
1572169120|2019-10-27 10:38:40|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572169244|2019-10-27 10:40:44|PING :hostname.domain.tld|hostname.domain.tld|
1572169244|2019-10-27 10:40:44|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572169368|2019-10-27 10:42:48|PING :hostname.domain.tld|hostname.domain.tld|
1572169368|2019-10-27 10:42:48|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572169492|2019-10-27 10:44:52|PING :hostname.domain.tld|hostname.domain.tld|
1572169492|2019-10-27 10:44:52|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572169616|2019-10-27 10:46:56|PING :hostname.domain.tld|hostname.domain.tld|
1572169616|2019-10-27 10:46:56|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572169740|2019-10-27 10:49:00|PING :hostname.domain.tld|hostname.domain.tld|
1572169740|2019-10-27 10:49:00|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572169864|2019-10-27 10:51:04|PING :hostname.domain.tld|hostname.domain.tld|
1572169864|2019-10-27 10:51:04|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572169988|2019-10-27 10:53:08|PING :hostname.domain.tld|hostname.domain.tld|
1572169988|2019-10-27 10:53:08|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572170112|2019-10-27 10:55:12|PING :hostname.domain.tld|hostname.domain.tld|
1572170112|2019-10-27 10:55:12|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572170236|2019-10-27 10:57:16|PING :hostname.domain.tld|hostname.domain.tld|
1572170236|2019-10-27 10:57:16|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572170360|2019-10-27 10:59:20|PING :hostname.domain.tld|hostname.domain.tld|
1572170360|2019-10-27 10:59:20|PONG :hostname.domain.tld|wonderwoman|hostname.domain.tld
1572170484|2019-10-27 11:01:24|PING :hostname.domain.tld|hostname.domain.tld|
